页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家
3,4905307920664706,南归孤夷,2023-05-25 15:33:27,这件事情发酵至今，国泰还是没有找到处理的最好方式，是真的找不到吗？还是压根骨子里透着傲慢？天天在微博辟谣有什么用？你看看你们公司这些年出了多少问题，可以说是劣迹斑斑，这种公司能够存活至今，赚的盆满钵满，简直是十足的讽刺#国泰航空称网传英文内部信件为伪造# ,1,1,23,四川,成都,四川,中国
3,4905315746716233,嗄胖哒guo赖,2023-05-25 16:04:33,#国泰航空称网传英文内部信件为伪造#那报警吧，让警察来查出这个造假的。 ,0,0,0,江苏,南京,江苏,中国
3,4905315578942719,Jusfotrec,2023-05-25 16:03:53,#国泰航空称网传英文内部信件为伪造# 民航局呢？是不是该出来了，不要对内xxxx，对港xxxx啊 ,0,1,2,上海,上海,上海,中国
3,4905314774942722,盖世英雄玉椒龙,2023-05-25 16:00:41,香港媒体报道，原来很早之前，国泰就这么做了  #国泰空乘工会对空姐被解聘感到遗憾#  #国泰航空称空中服务员工会不代表国泰##国泰航空称网传英文内部信件为伪造# ,3,15,87,山东,东营,山东,中国
3,4905314254066282,锦鲤相伴bobo,2023-05-25 15:58:37,#国泰航空称网传英文内部信件为伪造#   再等等，有什么更新发展的热闹。 市场嘛，都是双向选择，划掉一个选项，仅此而已。 ,0,0,5,北京,北京,北京,中国
4,4905313898332228,Yolo_88,2023-05-25 15:57:11,#国泰航空称网传英文内部信件为伪造# 英资乱港！No Zuo No Die！ ,0,0,2,江苏,南京,江苏,中国
4,4905313821789814,七老叔,2023-05-25 15:56:54,#国泰航空称网传英文内部信件为伪造#应该取消这家公司到内地的航线了，真的，你不知道哪一天就会发生911，不是开玩笑，做这种飞机就是有去无回。 ,0,0,7,广东,广州,广东,中国
4,4905313792165397,O就酱紫了O,2023-05-25 15:56:47,#国泰航空称网传英文内部信件为伪造# 啧啧啧，mandy NG女士如果不亲自去报警，或者开记者会澄清，我就不信真以为我们和曱甴一样没脑子，那么容易被人忽悠啊？ ,0,0,5,湖南,长沙,湖南,中国
4,4905295506312475,喵斯拉大王二号机,2023-05-25 14:44:07,#国泰航空称网传英文内部信件为伪造#  那么请问你们的工会声明也是伪造的么？ ,4,1,40,上海,,上海,中国
4,4905313063142576,阿糖bobo,2023-05-25 15:53:53,#国泰航空称网传英文内部信件为伪造#不妨再等一等，接着看看，不急。 ,0,0,1,北京,北京,北京,中国
4,4905312924996413,松岛菜子油,2023-05-25 15:53:20,#国泰航空称网传英文内部信件为伪造#建议报警，连水印都知道打上去再抹掉 ,0,0,0,浙江,台州,浙江,中国
4,4905312903762672,哀酱爱吃醋,2023-05-25 15:53:15,#国泰航空称网传英文内部信件为伪造#先是拿北京这边的同事做挡箭牌，然后又纠结这种细枝末节，不从根本问题上去思考去解决。我知道你们经过港英时期，内心对中国人有种莫名其妙的看法，这点大概是类似九龙城寨之类贫民窟的刻板印象造成的，当然因为复杂这里不谈历史。即使作为一个有国际水准的航空公司，应该了解汉语普通话就是你们说的所谓Mandarin也是国际通用语言，其次你们是在地香港特区，不是UK或者USA，这就更要求你们应该以普通话和广东话为基础，外加英语等国际语言的掌握，这一点很难认识到嘛？当然无论你们认识不认识得到，现在大湾区是趋势，认识不到必然会被淘汰@国泰航空,0,0,0,江苏,扬州,江苏,中国
4,4905312739920942,宇宇的事,2023-05-25 15:52:36,#国泰航空称网传英文内部信件为伪造#这家公司还有公司里面的人员都改不了的。 ,0,0,0,山东,,山东,中国
4,4905312316559044,泡沫奶茶2212,2023-05-25 15:50:55,#国泰航空称网传英文内部信件为伪造#国泰航空 No zuo no die why you try! 以后放弃中文市场就行了！这高高在上带歧视性的企业文化就不应该出现及服务于大众面前 ,0,0,1,云南,,云南,中国
4,4905312279335257,蓝色大海的美丽传说,2023-05-25 15:50:46,#国泰航空称网传英文内部信件为伪造# 这么嚣张？有骨气一点，直接退出中国市场 ,0,0,0,广东,深圳,广东,中国
5,4905312170021583,ins明星日常,2023-05-25 15:50:20,#国泰航空称网传英文内部信件为伪造#金姐怒怼空姐，漂亮，真解气！#国泰航空称空中服务员工会不代表国泰# ins明星日常的微博视频 ,1,0,4,广东,广州,广东,中国
5,4905312073811352,SeedLine,2023-05-25 15:49:57,#国泰航空称网传英文内部信件为伪造# 国泰航空这个也解释一下啊 互联网是有记忆的 ,0,0,2,江西,景德镇,江西,中国
5,4905312052314528,不爱吃肉爱青菜各种菜,2023-05-25 15:49:51,#国泰航空称网传英文内部信件为伪造# Interesting 这个英语并不像是伪造的。 ,0,1,0,美国,,美国,美国
5,4905311867241179,彼岸是一堆草,2023-05-25 15:49:08,#国泰航空称网传英文内部信件为伪造#内地不禁飞所有的处罚都不是大事，先禁飞个三年五载的就行了。 ,0,0,3,广东,梅州,广东,中国
5,4905311804590252,三井茶浓,2023-05-25 15:48:53,#国泰航空称网传英文内部信件为伪造#作为群众，这个瓜还可以吃段时间。但更希望以后不再出现类似情况，否则以后还会有人来整顿航空服务市场。 ,0,0,1,浙江,丽水,浙江,中国
5,4905311628690122,小为XW,2023-05-25 15:48:11,#国泰航空称网传英文内部信件为伪造#一起辟个谣呗 #国泰航空称空中服务员工会不代表国泰# ,0,0,3,广东,佛山,广东,中国
5,4905311591470042,上帝之鹰_5zn,2023-05-25 15:48:02,#国泰航空称网传英文内部信件为伪造# 国泰发表声明称网传内部邮件是假的，那支持它报警抓伪造者，希望它把报警记录晒出来 ,9,10,162,福建,福州,福建,中国
5,4905311041754332,踏春出游,2023-05-25 15:45:51,#国泰航空称网传英文内部信件为伪造# 如果说把飞机氧气全部放掉这个行为是真的，这不就是蓄意谋杀和恐怖分子吗？万一这个航空公司的人突然脑子抽风还有它们都那么歧视了会不会在飞机上的饮食上搞小动作啊 ,0,0,7,重庆,重庆,重庆,中国
5,4905310999549033,MERFUL67591,2023-05-25 15:45:41,#国泰航空称网传英文内部信件为伪造#我信你个鬼！冠以国泰名的工会不是国泰得工会？你就说说工会人员是不是国泰人员，发文懂事是不是你们的懂事吧！对乘坐航班的他们表示感谢？专业优质的服务？照顾员工的权益福衹？你这个声明是发给黄尸工会看的吧？！信口开河你最强，大家在选择航班的时候小心谨慎一些，别回来花着钱还得受气！,0,0,4,天津,天津,天津,中国
6,4905310696770390,清风徐徐来吃粥,2023-05-25 15:44:29,#国泰航空称网传英文内部信件为伪造#国人确实数十年遭受各国各地区恶意歧视（来源于集中地偏颇地大量报道包含伪造的中国新闻事件），部分国人为了解脱这种痛苦同样开始指责自己人，这和“受害者有罪论”又有什么区别，既然反歧视是世界价值观的一部分，中国人当然可以大声站出来说话。 ,0,0,2,广东,汕尾,广东,中国
6,4905310575134434,糖果罐里好多颜色的mm,2023-05-25 15:44:00,#国泰航空称网传英文内部信件为伪造# 你觉得我们信吗？真是辛苦北京分部的了，总部英文拉屎，北京中文擦屁股！ ,0,0,3,江苏,苏州,江苏,中国
6,4905310474732678,爱国青年刘战神,2023-05-25 15:43:36,日本网民表示国泰歧视一切黄种人  #国泰航空称网传英文内部信件为伪造##国泰航空称空中服务员工会不代表国泰# ,1,6,40,重庆,重庆,重庆,中国
6,4905310466346668,TATV天天说事,2023-05-25 15:43:34,#国泰航空称网传英文内部信件为伪造# 真是看热闹不嫌事大啊，怎么什么事情都敢造谣，什么文件都敢伪造呢，不考虑后果吗，造谣一时爽，早晚。。。 ,0,0,0,山东,泰安,山东,中国
6,4905310461889366,Abbreviation_,2023-05-25 15:43:33,#国泰航空称网传英文内部信件为伪造# 小粉红们都不信了。因为事件不像他们想象那样的。 ,1,7,7,湖北,武汉,湖北,中国
6,4905310328456924,张鹏丨专业保经,2023-05-25 15:43:01,#国泰航空称网传英文内部信件为伪造# 官方还真不好说什么，如果是外国还能谴责一下，制裁一下，这香港企业咋办？ ,0,0,0,北京,北京,北京,中国
6,4905310064744647,IMANNAHAO,2023-05-25 15:41:58,#国泰航空称网传英文内部信件为伪造# 如果没记错的话，国泰航空2019年就被央视点名过吧，好像当时康辉还说国泰航空既然听不懂中文那就送它一句『No zuo No die』 ,0,0,0,河南,濮阳,河南,中国
6,4905309963027163,信步云水间,2023-05-25 15:41:33,#国泰航空称网传英文内部信件为伪造# 那就直接报警好好查查是哪里的问题，嘴上说是虚假信息有啥用，是怕查到是内部人员干的吗？ ,0,0,0,河北,石家庄,河北,中国
6,4905309825666799,暴跳如雷猫猫头,2023-05-25 15:41:01,#国泰航空称网传英文内部信件为伪造#  国泰的服务是真的差，之前坐国泰的唯一理由就是香港转机比国内直飞便宜1/3到一半啊。国内的机票价格下来，航线增加才是对国泰最好的打击 ,0,0,4,上海,上海,上海,中国
